No.,DOB,Age, Fund Value , Salary , Contributions ,EE, ER , Years ,Retirement age
1921,1/1/1981,45.00," 235,557.04 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1922,8/4/1998,28.00," 168,617.94 "," 22,377.80 "," 2,237.78 ",5%,5%,-28.00,
1923,1/1/1981,45.00," 324,068.36 "," 45,360.40 "," 4,536.04 ",5%,5%,-45.00,
1924,1/1/1981,45.00," 220,222.56 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
1925,1/1/1981,45.00," 220,927.68 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1926,1/1/1981,45.00," 231,900.90 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
1927,1/1/1981,45.00," 210,570.32 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
1928,1/1/1981,45.00," 165,622.46 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
1929,1/1/1981,45.00," 216,681.86 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1930,1/1/1981,45.00," 249,372.46 "," 48,384.40 "," 4,838.44 ",5%,5%,-45.00,
1931,1/1/1981,45.00," 270,202.34 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
1932,1/1/1981,45.00," 222,837.04 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
1933,1/1/1981,45.00," 211,581.28 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
1934,9/21/1987,39.00," 482,992.60 "," 48,384.40 "," 4,838.44 ",5%,5%,-39.00,
1935,1/1/1981,45.00," 231,614.70 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1936,1/1/1981,45.00," 295,424.00 "," 48,384.40 "," 4,838.44 ",5%,5%,-45.00,
1937,1/1/1981,45.00," 216,052.86 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1938,1/1/1981,45.00," 201,737.70 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1939,1/1/1981,45.00," 223,958.02 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1940,1/1/1981,45.00," 228,068.42 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1941,1/1/1981,45.00," 164,922.36 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
1942,1/1/1981,45.00," 232,014.70 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1943,1/1/1981,45.00," 215,123.10 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1944,1/1/1981,45.00," 219,368.86 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1945,1/1/1981,45.00," 228,900.90 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
1946,1/1/1981,45.00," 222,478.26 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
1947,1/1/1981,45.00," 232,214.70 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1948,1/1/1981,45.00," 269,650.92 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
1949,1/1/1981,45.00," 215,723.10 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1950,1/1/1981,45.00," 269,438.68 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
1951,1/1/1981,45.00," 215,189.06 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1952,1/1/1981,45.00," 217,252.86 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1953,1/1/1981,45.00," 214,529.76 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
1954,1/1/1981,45.00," 228,300.90 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
1955,1/1/1981,45.00," 269,243.56 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
1956,1/1/1981,45.00," 167,779.44 "," 22,377.80 "," 2,237.78 ",5%,5%,-45.00,
1957,1/1/1981,45.00," 232,214.70 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1958,1/1/1981,45.00," 192,811.80 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
1959,1/1/1981,45.00," 453,572.46 "," 72,576.60 "," 7,257.66 ",5%,5%,-45.00,
1960,1/1/1981,45.00," 514,832.28 "," 86,730.60 "," 8,673.06 ",5%,5%,-45.00,
1961,1/1/1981,45.00," 229,019.64 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1962,1/1/1981,45.00," 323,967.62 "," 57,319.60 "," 5,731.96 ",5%,5%,-45.00,
1963,1/1/1981,45.00," 236,582.20 "," 34,352.80 "," 3,435.28 ",5%,5%,-45.00,
1964,1/1/1981,45.00," 474,152.94 "," 65,110.60 "," 6,511.06 ",5%,5%,-45.00,
1965,1/1/1981,45.00," 516,540.14 "," 78,658.00 "," 7,865.80 ",5%,5%,-45.00,
1966,1/1/1981,45.00," 478,573.48 "," 65,110.60 "," 6,511.06 ",5%,5%,-45.00,
1967,1/1/1981,45.00," 519,746.28 "," 72,576.60 "," 7,257.66 ",5%,5%,-45.00,
1968,1/1/1981,45.00," 173,060.90 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
1969,1/1/1981,45.00," 210,299.06 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
1970,1/1/1981,45.00," 254,164.98 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
1971,1/1/1981,45.00," 164,016.00 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
1972,1/1/1981,45.00," 201,211.34 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
1973,1/1/1981,45.00," 203,114.20 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
1974,1/1/1981,45.00," 197,496.68 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
1975,1/1/1981,45.00," 254,164.98 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
1976,1/1/1981,45.00," 226,323.16 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1977,1/1/1981,45.00," 161,873.16 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
1978,1/1/1981,45.00," 162,077.22 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
1979,1/1/1981,45.00," 162,077.22 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
1980,1/1/1981,45.00," 207,883.76 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1981,1/1/1981,45.00," 206,683.76 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1982,12/7/1997,29.00," 210,488.18 "," 31,691.80 "," 3,169.18 ",5%,5%,-29.00,
1983,1/1/1981,45.00," 266,358.36 "," 38,955.00 "," 3,895.50 ",5%,5%,-45.00,
1984,1/1/1981,45.00," 203,760.80 "," 38,955.00 "," 3,895.50 ",5%,5%,-45.00,
1985,1/1/1981,45.00," 213,359.50 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
1986,1/1/1981,45.00," 261,660.80 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
1987,1/1/1981,45.00," 242,709.06 "," 37,040.60 "," 3,704.06 ",5%,5%,-45.00,
1988,1/1/1981,45.00," 257,053.30 "," 43,546.00 "," 4,354.60 ",5%,5%,-45.00,
1989,1/1/1981,45.00," 254,132.96 "," 38,955.00 "," 3,895.50 ",5%,5%,-45.00,
1990,1/1/1981,45.00," 208,633.82 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1991,1/1/1981,45.00," 262,424.50 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
1992,3/24/2002,24.00," 197,688.82 "," 31,691.80 "," 3,169.18 ",5%,5%,-24.00,
1993,1/1/1981,45.00," 249,691.18 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
1994,1/1/1981,45.00," 217,830.14 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1995,1/1/1981,45.00," 208,313.88 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
1996,1/1/1981,45.00," 209,504.02 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1997,1/1/1981,45.00," 209,684.10 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1998,1/1/1981,45.00," 215,992.44 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
1999,1/1/1981,45.00," 213,149.84 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2000,1/1/1981,45.00," 196,028.56 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
2001,1/1/1981,45.00," 204,562.02 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2002,1/1/1981,45.00," 220,649.34 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2003,10/7/2000,26.00," 217,230.14 "," 32,054.60 "," 3,205.46 ",5%,5%,-26.00,
2004,1/1/1981,45.00," 172,453.14 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
2005,1/1/1981,45.00," 262,424.50 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2006,1/1/1981,45.00," 220,281.86 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
2007,1/1/1981,45.00," 213,749.84 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2008,1/1/1981,45.00," 236,657.26 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2009,1/1/1981,45.00," 159,104.70 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
2010,1/1/1981,45.00," 275,514.46 "," 48,384.40 "," 4,838.44 ",5%,5%,-45.00,
2011,1/1/1981,45.00," 263,024.50 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2012,1/1/1981,45.00," 262,424.50 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2013,1/1/1981,45.00," 206,486.52 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
2014,1/1/1981,45.00," 918,501.51 "," 215,050.00 "," 21,505.00 ",5%,5%,-45.00,
2015,1/1/1981,45.00," 247,420.98 "," 42,336.20 "," 4,233.62 ",5%,5%,-45.00,
2016,1/1/1981,45.00," 232,739.52 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2017,1/1/1981,45.00," 235,230.70 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2018,1/1/1981,45.00," 211,569.48 "," 38,955.00 "," 3,895.50 ",5%,5%,-45.00,
2019,1/1/1981,45.00," 1,076,088.80 "," 187,489.40 "," 18,748.94 ",5%,5%,-45.00,
2020,1/1/1980,46.00," 285,837.00 "," 48,384.40 "," 4,838.44 ",5%,5%,-46.00,
2021,1/1/1980,46.00," 209,773.34 "," 32,054.60 "," 3,205.46 ",5%,5%,-46.00,
2022,1/1/1980,46.00," 246,455.64 "," 38,179.00 "," 3,817.90 ",5%,5%,-46.00,
2023,1/1/1980,46.00," 211,550.40 "," 31,691.80 "," 3,169.18 ",5%,5%,-46.00,
2024,1/1/1990,36.00," 215,705.28 "," 32,054.60 "," 3,205.46 ",5%,5%,-36.00,
2025,1/1/1980,46.00," 211,511.98 "," 38,179.00 "," 3,817.90 ",5%,5%,-46.00,
2026,1/1/1980,46.00," 203,121.26 "," 31,691.80 "," 3,169.18 ",5%,5%,-46.00,
2027,1/1/1980,46.00," 175,580.60 "," 38,179.00 "," 3,817.90 ",5%,5%,-46.00,
2028,6/4/1988,38.00," 360,337.12 "," 52,618.00 "," 5,261.80 ",5%,5%,-38.00,
2029,1/1/1996,30.00," 281,066.14 "," 38,179.00 "," 3,817.90 ",5%,5%,-30.00,
2030,1/1/1980,46.00," 317,515.08 "," 48,384.40 "," 4,838.44 ",5%,5%,-46.00,
2031,1/1/1980,46.00," 276,220.46 "," 38,179.00 "," 3,817.90 ",5%,5%,-46.00,
2032,1/1/1980,46.00," 311,654.98 "," 48,384.40 "," 4,838.44 ",5%,5%,-46.00,
2033,1/1/1980,46.00," 276,220.46 "," 38,179.00 "," 3,817.90 ",5%,5%,-46.00,
2034,1/1/1980,46.00," 283,095.62 "," 38,179.00 "," 3,817.90 ",5%,5%,-46.00,
2035,1/1/1980,46.00," 276,220.46 "," 38,179.00 "," 3,817.90 ",5%,5%,-46.00,
2036,1/1/1980,46.00," 276,220.46 "," 38,179.00 "," 3,817.90 ",5%,5%,-46.00,
2037,1/1/1980,46.00," 484,479.46 "," 72,576.60 "," 7,257.66 ",5%,5%,-46.00,
2038,1/1/1980,46.00," 486,236.52 "," 72,576.60 "," 7,257.66 ",5%,5%,-46.00,
2039,1/1/1980,46.00," 503,567.10 "," 98,580.80 "," 9,858.08 ",5%,5%,-46.00,
2040,1/1/1980,46.00," 487,993.40 "," 72,576.60 "," 7,257.66 ",5%,5%,-46.00,
2041,1/1/1980,46.00," 487,993.40 "," 72,576.60 "," 7,257.66 ",5%,5%,-46.00,
2042,1/1/1980,46.00," 536,039.10 "," 100,141.60 "," 10,014.16 ",5%,5%,-46.00,
2043,6/21/1989,37.00," 9,845,927.55 "," 2,310,808.60 "," 231,080.86 ",5%,5%,-37.00,
2044,1/1/1981,45.00," 238,427.42 "," 48,615.80 "," 4,861.58 ",5%,5%,-45.00,
2045,1/1/1981,45.00," 268,299.08 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2046,1/1/1981,45.00," 391,634.72 "," 94,605.00 "," 9,460.50 ",5%,5%,-45.00,
2047,1/1/1981,45.00," 251,740.78 "," 61,215.00 "," 6,121.50 ",5%,5%,-45.00,
2048,1/1/1981,45.00," 200,901.12 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2049,1/1/1981,45.00," 205,243.14 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2050,1/1/1981,45.00," 157,292.58 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
2051,1/1/1981,45.00," 244,830.24 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2052,1/1/1981,45.00," 207,688.90 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2053,1/1/1981,45.00," 224,926.48 "," 48,384.40 "," 4,838.44 ",5%,5%,-45.00,
2054,1/1/1981,45.00," 215,930.18 "," 34,352.80 "," 3,435.28 ",5%,5%,-45.00,
2055,1/1/1981,45.00," 221,872.22 "," 48,384.40 "," 4,838.44 ",5%,5%,-45.00,
2056,1/1/1981,45.00," 153,113.74 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
2057,1/1/1981,45.00," 205,475.40 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2058,1/1/1981,45.00," 224,252.42 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2059,1/1/1981,45.00," 224,252.42 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2060,1/1/1981,45.00," 221,343.44 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2061,1/1/1981,45.00," 297,749.72 "," 48,384.40 "," 4,838.44 ",5%,5%,-45.00,
2062,8/30/1993,33.00," 316,731.50 "," 48,384.40 "," 4,838.44 ",5%,5%,-33.00,
2063,1/1/1981,45.00," 477,715.30 "," 72,576.60 "," 7,257.66 ",5%,5%,-45.00,
2064,1/1/1981,45.00," 436,311.64 "," 65,110.60 "," 6,511.06 ",5%,5%,-45.00,
2065,1/1/1981,45.00," 196,737.64 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
2066,1/1/1981,45.00," 163,560.46 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2067,1/1/1981,45.00," 197,752.24 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2068,1/1/1981,45.00," 196,537.86 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2069,1/1/1981,45.00," 149,785.06 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
2070,1/1/1981,45.00," 196,137.64 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
2071,1/1/1981,45.00," 194,204.26 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
2072,1/1/1981,45.00," 149,739.28 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
2073,1/1/1981,45.00," 149,707.96 "," 22,377.80 "," 2,237.78 ",5%,5%,-45.00,
2074,1/1/1981,45.00," 206,861.04 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
2075,1/1/1981,45.00," 191,574.60 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
2076,1/1/1981,45.00," 232,658.18 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2077,1/1/1981,45.00," 155,333.64 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2078,1/1/1981,45.00," 253,074.04 "," 48,384.40 "," 4,838.44 ",5%,5%,-45.00,
2079,1/1/1981,45.00," 160,176.52 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
2080,1/1/1981,45.00," 266,944.42 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2081,1/1/1981,45.00," 226,953.84 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2082,7/27/1996,30.00," 221,573.16 "," 32,054.60 "," 3,205.46 ",5%,5%,-30.00,
2083,1/1/1981,45.00," 220,565.64 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2084,1/1/1981,45.00," 221,165.64 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2085,12/29/1991,35.00," 468,622.48 "," 72,576.60 "," 7,257.66 ",5%,5%,-35.00,
2086,1/1/1981,45.00," 468,622.48 "," 72,576.60 "," 7,257.66 ",5%,5%,-45.00,
2087,1/1/1981,45.00," 468,657.20 "," 100,000.00 "," 10,000.00 ",5%,5%,-45.00,
2088,1/1/1981,45.00," 472,473.26 "," 72,576.60 "," 7,257.66 ",5%,5%,-45.00,
2089,1/1/1981,45.00," 1,261,810.63 "," 296,893.40 "," 29,689.34 ",5%,5%,-45.00,
2090,1/1/1981,45.00," 198,256.80 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2091,1/1/1981,45.00," 147,596.74 "," 22,377.80 "," 2,237.78 ",5%,5%,-45.00,
2092,1/1/1981,45.00," 193,226.68 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2093,1/1/1981,45.00," 141,405.74 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
2094,1/1/1981,45.00," 185,760.52 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
2095,1/1/1981,45.00," 212,063.50 "," 48,384.40 "," 4,838.44 ",5%,5%,-45.00,
2096,1/1/1981,45.00," 174,880.40 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2097,1/1/1981,45.00," 229,917.64 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2098,1/1/1981,45.00," 150,044.74 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
2099,1/1/1981,45.00," 149,661.72 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
2100,1/1/1981,45.00," 180,662.26 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2101,1/1/1981,45.00," 155,081.82 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2102,1/1/1981,45.00," 148,740.06 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
2103,1/1/1981,45.00," 154,622.36 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
2104,1/1/1981,45.00," 216,351.44 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2105,1/1/1981,45.00," 215,751.44 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2106,9/6/1992,34.00," 191,868.06 "," 31,691.80 "," 3,169.18 ",5%,5%,-34.00,
2107,1/1/1981,45.00," 195,721.92 "," 32,054.60 "," 3,205.46 ",5%,5%,-45.00,
2108,1/1/1981,45.00," 151,695.54 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
2109,1/1/1981,45.00," 196,996.80 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2110,1/1/1981,45.00," 176,233.92 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2111,1/1/1981,45.00," 220,237.04 "," 48,384.40 "," 4,838.44 ",5%,5%,-45.00,
2112,1/1/1981,45.00," 224,869.40 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2113,1/1/1981,45.00," 152,658.64 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
2114,1/1/1981,45.00," 148,849.28 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
2115,1/1/1981,45.00," 199,731.74 "," 48,384.40 "," 4,838.44 ",5%,5%,-45.00,
2116,1/1/1981,45.00," 150,649.28 "," 22,402.20 "," 2,240.22 ",5%,5%,-45.00,
2117,1/1/1981,45.00," 223,029.36 "," 34,352.80 "," 3,435.28 ",5%,5%,-45.00,
2118,1/1/1981,45.00," 290,764.76 "," 48,384.40 "," 4,838.44 ",5%,5%,-45.00,
2119,1/1/1981,45.00," 295,212.06 "," 48,384.40 "," 4,838.44 ",5%,5%,-45.00,
2120,1/1/1981,45.00," 265,885.88 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2121,1/1/1981,45.00," 263,989.24 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2122,1/1/1981,45.00," 263,989.24 "," 38,179.00 "," 3,817.90 ",5%,5%,-45.00,
2123,1/1/1981,45.00," 197,544.20 "," 31,691.80 "," 3,169.18 ",5%,5%,-45.00,
2124,1/1/1981,45.00," 767,838.20 "," 186,560.00 "," 18,656.00 ",5%,5%,-45.00,
2125,1/1/1981,45.00," 491,222.58 "," 89,856.60 "," 8,985.66 ",5%,5%,-45.00,
2126,1/1/1981,45.00," 423,759.36 "," 65,110.60 "," 6,511.06 ",5%,5%,-45.00,
2127,1/1/1981,45.00," 150,895.34 "," 22,377.80 "," 2,237.78 ",5%,5%,-45.00,
2128,1/1/1981,45.00," 555,420.44 "," 94,605.00 "," 9,460.50 ",5%,5%,-45.00,
2129,1/1/1980,46.00," 201,262.96 "," 31,691.80 "," 3,169.18 ",5%,5%,-46.00,
2130,1/1/1980,46.00," 179,730.82 "," 31,691.80 "," 3,169.18 ",5%,5%,-46.00,
2131,1/1/1980,46.00," 223,215.74 "," 48,384.40 "," 4,838.44 ",5%,5%,-46.00,
2132,1/1/1980,46.00," 342,413.08 "," 52,618.00 "," 5,261.80 ",5%,5%,-46.00,
2133,1/1/1980,46.00," 486,275.10 "," 89,856.60 "," 8,985.66 ",5%,5%,-46.00,
2134,1/1/1980,46.00," 143,304.30 "," 22,402.20 "," 2,240.22 ",5%,5%,-46.00,
2135,1/1/1980,46.00," 192,418.20 "," 31,691.80 "," 3,169.18 ",5%,5%,-46.00,
2136,1/1/1980,46.00," 143,755.16 "," 22,402.20 "," 2,240.22 ",5%,5%,-46.00,
2137,1/1/1980,46.00," 151,225.24 "," 31,691.80 "," 3,169.18 ",5%,5%,-46.00,
2138,1/1/1980,46.00," 143,278.06 "," 22,377.80 "," 2,237.78 ",5%,5%,-46.00,
2139,1/1/1980,46.00," 187,055.42 "," 31,691.80 "," 3,169.18 ",5%,5%,-46.00,
2140,1/1/1980,46.00," 142,739.08 "," 22,377.80 "," 2,237.78 ",5%,5%,-46.00,
2141,1/1/1980,46.00," 249,580.82 "," 48,384.40 "," 4,838.44 ",5%,5%,-46.00,
2142,1/1/1980,46.00," 171,379.04 "," 38,179.00 "," 3,817.90 ",5%,5%,-46.00,
2143,1/1/1980,46.00," 143,205.72 "," 22,377.80 "," 2,237.78 ",5%,5%,-46.00,
2144,1/1/1980,46.00," 197,028.30 "," 32,054.60 "," 3,205.46 ",5%,5%,-46.00,
2145,1/1/1980,46.00," 244,290.90 "," 37,040.60 "," 3,704.06 ",5%,5%,-46.00,
2146,10/18/1997,29.00," 592,190.12 "," 139,125.00 "," 13,912.50 ",5%,5%,-29.00,
2147,1/1/1980,46.00," 509,318.14 "," 95,996.20 "," 9,599.62 ",5%,5%,-46.00,
2148,1/1/1980,46.00," 214,772.38 "," 48,384.40 "," 4,838.44 ",5%,5%,-46.00,
2149,1/1/1980,46.00," 198,034.20 "," 38,179.00 "," 3,817.90 ",5%,5%,-46.00,
2150,1/1/1980,46.00," 140,198.36 "," 22,402.20 "," 2,240.22 ",5%,5%,-46.00,
2151,1/1/1980,46.00," 186,679.86 "," 32,054.60 "," 3,205.46 ",5%,5%,-46.00,
2152,1/1/1980,46.00," 191,031.76 "," 31,691.80 "," 3,169.18 ",5%,5%,-46.00,
2153,1/1/1980,46.00," 184,910.32 "," 31,691.80 "," 3,169.18 ",5%,5%,-46.00,
2154,1/1/1980,46.00," 141,645.82 "," 22,402.20 "," 2,240.22 ",5%,5%,-46.00,
2155,1/1/1980,46.00," 157,963.50 "," 38,179.00 "," 3,817.90 ",5%,5%,-46.00,
2156,1/1/1980,46.00," 164,347.14 "," 38,179.00 "," 3,817.90 ",5%,5%,-46.00,
2157,1/1/1980,46.00," 185,721.44 "," 32,054.60 "," 3,205.46 ",5%,5%,-46.00,
2158,1/1/1980,46.00," 195,267.70 "," 32,054.60 "," 3,205.46 ",5%,5%,-46.00,
2159,1/1/1980,46.00," 190,431.76 "," 31,691.80 "," 3,169.18 ",5%,5%,-46.00,
2160,1/1/1980,46.00," 173,564.22 "," 31,691.80 "," 3,169.18 ",5%,5%,-46.00,
2161,1/1/1980,46.00," 140,691.56 "," 22,377.80 "," 2,237.78 ",5%,5%,-46.00,
2162,1/1/1980,46.00," 140,168.66 "," 22,402.20 "," 2,240.22 ",5%,5%,-46.00,
2163,1/1/1980,46.00," 215,739.24 "," 38,179.00 "," 3,817.90 ",5%,5%,-46.00,
2164,1/1/1980,46.00," 224,368.96 "," 48,384.40 "," 4,838.44 ",5%,5%,-46.00,
2165,1/1/1980,46.00," 221,999.76 "," 38,179.00 "," 3,817.90 ",5%,5%,-46.00,
2166,1/1/1980,46.00," 140,091.56 "," 22,377.80 "," 2,237.78 ",5%,5%,-46.00,
2167,1/1/1980,46.00," 140,091.56 "," 22,377.80 "," 2,237.78 ",5%,5%,-46.00,
2168,1/1/1980,46.00," 412,972.08 "," 93,139.80 "," 9,313.98 ",5%,5%,-46.00,
2169,1/1/1980,46.00," 141,394.22 "," 22,377.80 "," 2,237.78 ",5%,5%,-46.00,
2170,1/1/1980,46.00," 138,679.02 "," 22,377.80 "," 2,237.78 ",5%,5%,-46.00,
2171,1/1/1980,46.00," 154,802.80 "," 24,797.00 "," 2,479.70 ",5%,5%,-46.00,
2172,1/1/1980,46.00," 154,802.80 "," 24,797.00 "," 2,479.70 ",5%,5%,-46.00,
2173,1/1/1980,46.00," 251,578.80 "," 44,232.80 "," 4,423.28 ",5%,5%,-46.00,
2174,1/1/1980,46.00," 250,417.68 "," 38,955.00 "," 3,895.50 ",5%,5%,-46.00,
2175,1/1/1980,46.00," 250,417.68 "," 38,955.00 "," 3,895.50 ",5%,5%,-46.00,
2176,8/4/1996,30.00," 194,878.04 "," 34,352.80 "," 3,435.28 ",5%,5%,-30.00,
2177,4/19/1992,34.00," 653,791.20 "," 137,028.40 "," 13,702.84 ",5%,5%,-34.00,
2178,1/1/1980,46.00," 153,742.70 "," 32,054.60 "," 3,205.46 ",5%,5%,-46.00,
2179,1/5/1980,46.00," 193,034.44 "," 34,352.80 "," 3,435.28 ",5%,5%,-46.00,
2180,1/6/1980,46.00," 144,126.36 "," 24,797.00 "," 2,479.70 ",5%,5%,-46.00,
2181,1/7/1980,46.00," 220,139.96 "," 38,179.00 "," 3,817.90 ",5%,5%,-46.00,
2182,1/8/1980,46.00," 140,633.22 "," 38,179.00 "," 3,817.90 ",5%,5%,-46.00,
2183,1/10/1980,46.00," 152,919.46 "," 24,797.00 "," 2,479.70 ",5%,5%,-46.00,
